datetime,delhi_load,brpl_load,bypl_load,ndpl_load,ndmc_load,mes_load
2022-07-25 00:00:00,5518.96,2384.86,1253.93,1606.76,191.08,29.42
2022-07-25 01:00:00,5176.52,2216.24,1187.61,1517.31,177.33,29.01
2022-07-25 02:00:00,4868.34,2086.45,1111.61,1426.07,169.62,28.39
2022-07-25 03:00:00,4576.95,1964.59,1028.29,1349.05,165.86,27.91
2022-07-25 04:00:00,4354.93,1860.67,979.98,1286.35,161.49,27.1
2022-07-25 05:00:00,4228.6,1820.09,934.62,1245.37,160.53,27.76
2022-07-25 06:00:00,4103.14,1768.8,910.72,1193.52,161.7,29.54
2022-07-25 07:00:00,4104.82,1752.71,919.12,1191.53,177.03,30.61
2022-07-25 08:00:00,4098.09,1718.57,909.98,1194.24,198.53,33.39
2022-07-25 09:00:00,4211.96,1789.87,890.78,1201.42,248.69,38.53
2022-07-25 10:00:00,4779.37,2021.09,964.72,1445.05,265.02,41.06
2022-07-25 11:00:00,5087.33,2056.98,1084.25,1573.68,286.27,41.15
2022-07-25 12:00:00,5181.87,2100.73,1112.86,1590.17,286.56,41.31
2022-07-25 13:00:00,5182.52,2148.85,1100.54,1550.77,291.52,40.68
2022-07-25 14:00:00,5324.2,2184.89,1141.71,1605.16,303.14,40.17
2022-07-25 15:00:00,5739.74,2327.35,1232.63,1748.51,337.08,39.26
2022-07-25 16:00:00,5701.08,2334.03,1201.26,1728.21,345.33,38.11
2022-07-25 17:00:00,5570.81,2315.99,1176.04,1654.16,329.59,35.95
2022-07-25 18:00:00,5276.96,2190.59,1138.44,1587.09,290.03,33.62
2022-07-25 19:00:00,5089.76,2128.24,1085.17,1551.79,244.01,31.07
2022-07-25 20:00:00,5191.85,2241.4,1092.75,1546.14,230.38,33.09
2022-07-25 21:00:00,5161.62,2235.64,1113.7,1511.22,207.52,33.41
2022-07-25 22:00:00,5443.4,2334.5,1207.32,1617.02,202.35,32.9
2022-07-25 23:00:00,5769.03,2481.03,1288.86,1712.31,204.62,32.04
2022-07-26 00:00:00,5632.58,2400.0,1279.37,1675.88,193.64,30.77
2022-07-26 01:00:00,5284.95,2239.37,1202.52,1580.44,182.62,29.89
2022-07-26 02:00:00,4969.93,2099.17,1124.42,1494.53,175.49,29.18
2022-07-26 03:00:00,4688.69,1973.83,1059.76,1406.91,175.09,28.1
2022-07-26 04:00:00,4474.44,1898.06,1000.1,1334.46,171.09,27.72
2022-07-26 05:00:00,4314.79,1823.17,957.65,1294.02,168.41,28.11
2022-07-26 06:00:00,4149.05,1765.14,916.07,1235.61,162.74,30.02
2022-07-26 07:00:00,4144.7,1724.85,952.14,1227.22,169.84,30.74
2022-07-26 08:00:00,4106.93,1737.22,908.95,1192.25,197.67,33.81
2022-07-26 09:00:00,4280.49,1796.82,898.79,1264.71,243.35,38.12
2022-07-26 10:00:00,4854.34,1984.7,998.16,1516.62,268.93,39.81
2022-07-26 11:00:00,5161.09,2079.45,1078.83,1629.39,284.81,39.75
2022-07-26 12:00:00,5256.56,2115.21,1089.05,1639.77,327.9,39.79
2022-07-26 13:00:00,5165.76,2090.33,1085.37,1581.41,331.72,39.24
2022-07-26 14:00:00,5319.6,2131.23,1118.11,1657.13,324.07,38.16
2022-07-26 15:00:00,5701.92,2289.92,1203.8,1773.1,334.99,40.41
2022-07-26 16:00:00,5685.58,2278.65,1224.04,1767.67,325.85,38.0
2022-07-26 17:00:00,5543.23,2254.63,1182.2,1710.16,319.39,37.38
2022-07-26 18:00:00,5345.5,2168.63,1178.76,1630.08,279.31,33.35
2022-07-26 19:00:00,5168.08,2104.59,1138.08,1609.2,234.94,30.02
2022-07-26 20:00:00,5167.82,2169.25,1130.26,1565.45,230.23,32.19
2022-07-26 21:00:00,5198.51,2241.31,1124.54,1532.33,210.5,33.29
2022-07-26 22:00:00,5586.79,2385.77,1230.87,1675.41,210.28,32.37
2022-07-26 23:00:00,1964.07,549.94,432.1,353.53,235.69,157.13
2022-07-27 00:00:00,5664.65,2408.72,1279.95,1702.8,196.86,30.28
2022-07-27 01:00:00,5323.23,2246.14,1206.5,1601.96,188.55,29.48
2022-07-27 02:00:00,5030.2,2127.17,1130.66,1512.8,182.43,29.39
2022-07-27 03:00:00,4758.01,2012.03,1071.34,1425.34,176.69,28.64
2022-07-27 04:00:00,4531.03,1913.47,1013.32,1364.96,168.07,27.98
2022-07-27 05:00:00,4387.49,1848.77,973.63,1329.9,164.93,28.55
2022-07-27 06:00:00,4222.54,1769.57,940.77,1277.73,163.23,29.89
2022-07-27 07:00:00,4270.53,1775.82,954.08,1285.22,180.94,31.06
2022-07-27 08:00:00,4270.66,1780.7,931.09,1268.74,215.97,34.84
2022-07-27 09:00:00,4478.44,1855.28,971.07,1323.53,262.89,39.46
2022-07-27 10:00:00,5021.36,2014.52,1076.96,1541.2,302.17,38.34
2022-07-27 11:00:00,5269.85,2113.78,1131.17,1618.06,310.39,38.2
2022-07-27 12:00:00,5348.57,2109.83,1195.8,1637.74,318.63,39.05
2022-07-27 13:00:00,5344.81,2165.16,1175.85,1590.08,324.04,39.0
2022-07-27 14:00:00,5581.93,2252.25,1235.5,1679.57,323.19,38.48
2022-07-27 15:00:00,5894.85,2362.69,1309.42,1807.47,322.12,37.65
2022-07-27 16:00:00,5835.7,2388.83,1298.75,1745.79,311.29,37.26
2022-07-27 17:00:00,5696.44,2359.32,1264.87,1684.98,297.7,35.71
2022-07-27 18:00:00,5504.38,2242.56,1281.42,1637.33,267.65,33.55
2022-07-27 19:00:00,5206.83,2119.82,1193.51,1573.05,241.25,30.46
2022-07-27 20:00:00,5251.87,2220.58,1162.78,1573.87,213.97,31.79
2022-07-27 21:00:00,5258.13,2268.67,1166.74,1554.71,185.6,32.83
2022-07-27 22:00:00,5581.06,2418.87,1219.93,1654.49,195.84,32.21
2022-07-27 23:00:00,2020.31,565.69,444.47,363.66,242.44,161.62
2022-07-28 00:00:00,5691.31,2429.89,1295.13,1693.81,189.53,29.43
2022-07-28 01:00:00,5327.46,2279.52,1199.56,1590.28,178.47,29.16
2022-07-28 02:00:00,5026.21,2146.91,1129.07,1502.53,171.61,28.37
2022-07-28 03:00:00,4765.21,2026.14,1064.94,1426.62,168.32,27.65
2022-07-28 04:00:00,4546.86,1929.84,1018.31,1366.6,162.16,27.14
2022-07-28 05:00:00,4351.29,1852.13,968.9,1301.61,159.21,27.65
2022-07-28 06:00:00,4228.63,1788.28,942.63,1262.82,159.2,29.19
2022-07-28 07:00:00,4237.96,1763.89,960.73,1265.59,177.27,30.24
2022-07-28 08:00:00,4171.27,1720.05,936.43,1234.64,208.02,32.62
2022-07-28 09:00:00,4400.44,1829.71,929.11,1296.0,264.34,36.82
2022-07-28 10:00:00,4992.93,2029.56,1032.85,1537.79,300.91,38.65
2022-07-28 11:00:00,5291.59,2151.17,1113.27,1627.78,310.58,38.51
2022-07-28 12:00:00,5277.56,2096.22,1148.2,1632.49,303.5,38.76
2022-07-28 13:00:00,5198.6,2100.36,1137.09,1573.68,301.37,38.13
2022-07-28 14:00:00,5436.36,2202.09,1184.05,1632.04,318.57,38.29
2022-07-28 15:00:00,5691.04,2278.6,1276.48,1727.53,319.58,35.45
2022-07-28 16:00:00,5445.5,2159.8,1226.65,1673.01,304.33,33.71
2022-07-28 17:00:00,5223.65,2061.95,1178.26,1612.6,286.39,30.84
2022-07-28 18:00:00,5076.19,1990.03,1174.06,1552.5,271.56,28.27
2022-07-28 19:00:00,4896.97,1985.38,1103.04,1506.26,230.08,28.44
2022-07-28 20:00:00,4917.93,2034.39,1107.94,1486.98,215.85,29.57
2022-07-28 21:00:00,4817.29,2038.67,1068.12,1437.95,198.14,29.6
2022-07-28 22:00:00,5083.28,2167.85,1134.66,1515.38,186.35,29.03
2022-07-28 23:00:00,5332.66,2244.86,1225.12,1598.9,189.04,27.99
2022-07-29 00:00:00,5221.99,2184.45,1215.32,1566.05,179.87,27.11
2022-07-29 01:00:00,4894.9,2044.68,1133.01,1471.32,171.13,26.53
2022-07-29 02:00:00,4616.42,1929.76,1061.45,1391.89,163.21,25.98
2022-07-29 03:00:00,4406.64,1835.83,1008.98,1337.5,159.77,22.56
2022-07-29 04:00:00,4206.52,1751.03,956.61,1277.56,157.21,24.07
2022-07-29 05:00:00,4082.83,1701.91,919.17,1240.88,156.89,25.18
2022-07-29 06:00:00,4016.15,1674.38,912.94,1207.74,155.53,27.49
2022-07-29 07:00:00,4082.94,1677.87,937.99,1235.85,167.93,27.91
2022-07-29 08:00:00,4105.88,1680.5,945.73,1218.09,192.44,29.28
2022-07-29 09:00:00,4276.32,1775.51,929.92,1250.26,244.25,34.7
2022-07-29 10:00:00,4828.08,1931.0,1012.51,1511.92,291.63,36.27
2022-07-29 11:00:00,5139.33,2036.74,1113.17,1593.97,308.53,38.21
2022-07-29 12:00:00,5177.25,2105.0,1106.23,1562.52,316.26,38.0
2022-07-29 13:00:00,5183.01,2052.22,1147.01,1571.38,324.13,39.62
2022-07-29 14:00:00,5304.23,2118.7,1187.34,1599.62,310.97,37.96
2022-07-29 15:00:00,5481.36,2210.61,1165.71,1697.2,315.91,38.58
2022-07-29 16:00:00,5404.59,2156.56,1189.62,1665.55,302.82,36.42
2022-07-29 17:00:00,5125.08,2018.39,1169.32,1578.71,280.07,33.19
2022-07-29 18:00:00,4874.19,2023.89,1084.17,1447.55,241.68,30.86
2022-07-29 19:00:00,4861.48,1961.36,1078.49,1506.79,241.49,30.27
2022-07-29 20:00:00,4732.94,1935.31,1046.48,1433.55,246.63,30.29
2022-07-29 21:00:00,4610.91,1952.62,1035.75,1360.18,189.42,29.8
2022-07-29 22:00:00,4805.15,2034.57,1072.1,1430.35,193.21,29.06
2022-07-29 23:00:00,1949.94,545.98,428.99,350.99,233.99,155.99
2022-07-30 00:00:00,4848.99,2022.6,1103.16,1469.53,182.15,26.9
2022-07-30 01:00:00,4576.15,1909.64,1041.25,1377.05,178.71,26.5
2022-07-30 02:00:00,4340.19,1803.35,984.15,1311.24,174.57,25.77
2022-07-30 03:00:00,4133.29,1722.05,925.05,1251.21,170.14,25.29
2022-07-30 04:00:00,3950.61,1643.38,884.46,1195.58,165.54,24.79
2022-07-30 05:00:00,3847.7,1616.69,847.88,1155.98,165.18,24.99
2022-07-30 06:00:00,3755.38,1564.04,843.99,1128.05,161.39,26.05
2022-07-30 07:00:00,3794.52,1579.7,866.74,1114.78,168.18,27.18
2022-07-30 08:00:00,3800.57,1603.24,827.2,1122.72,182.43,28.91
2022-07-30 09:00:00,3935.47,1654.6,869.3,1138.05,200.06,31.75
2022-07-30 10:00:00,4390.7,1810.23,987.39,1300.55,223.88,31.27
2022-07-30 11:00:00,4640.12,1905.4,1088.19,1448.52,117.97,30.71
2022-07-30 12:00:00,4762.13,1989.19,1120.17,1473.89,101.89,30.25
2022-07-30 13:00:00,4734.38,1978.41,1090.65,1362.32,231.3,29.4
2022-07-30 14:00:00,4781.9,1995.35,1106.5,1385.84,228.65,27.4
2022-07-30 15:00:00,4978.05,2047.29,1165.54,1456.8,234.01,26.4
2022-07-30 16:00:00,4847.24,2028.68,1108.78,1407.63,231.82,26.24
2022-07-30 17:00:00,4759.07,2007.4,1100.81,1353.61,223.55,26.8
2022-07-30 18:00:00,4674.15,1960.22,1099.73,1328.56,215.97,26.06
2022-07-30 19:00:00,4540.56,1907.13,1072.06,1287.5,202.54,25.91
2022-07-30 20:00:00,4665.74,1989.92,1070.53,1321.9,207.74,28.35
2022-07-30 21:00:00,4647.88,2011.59,1057.05,1310.19,187.24,28.9
2022-07-30 22:00:00,4767.75,2081.06,1076.05,1346.2,193.13,27.96
2022-07-30 23:00:00,4960.32,2129.74,1136.65,1426.68,190.0,27.15
2022-07-31 00:00:00,4844.89,2068.12,1124.29,1397.14,187.69,25.97
2022-07-31 01:00:00,4456.18,1914.0,1017.95,1280.19,176.65,25.14
2022-07-31 02:00:00,4191.27,1809.06,933.99,1213.0,171.04,24.38
2022-07-31 03:00:00,4020.6,1733.48,897.3,1159.31,167.68,23.96
2022-07-31 04:00:00,3852.65,1649.87,866.36,1112.12,163.73,23.63
2022-07-31 05:00:00,3762.11,1606.36,843.74,1088.2,163.78,23.75
2022-07-31 06:00:00,3670.32,1569.5,823.51,1054.68,160.49,23.82
2022-07-31 07:00:00,3636.51,1530.25,838.25,1048.44,164.99,23.71
2022-07-31 08:00:00,3649.44,1577.24,810.3,1038.72,165.74,23.68
2022-07-31 09:00:00,3659.24,1529.53,817.43,1081.1,175.92,23.78
2022-07-31 10:00:00,4021.22,1605.41,901.56,1268.18,178.51,24.16
2022-07-31 11:00:00,4303.37,1737.76,959.34,1350.65,189.15,24.65
2022-07-31 12:00:00,4418.06,1747.52,1007.67,1404.88,188.39,24.79
2022-07-31 13:00:00,4305.46,1749.45,975.93,1327.99,185.49,23.74
2022-07-31 14:00:00,4399.61,1799.14,963.96,1381.04,185.82,22.85
2022-07-31 15:00:00,4618.9,1915.73,1014.25,1430.14,194.0,23.6
2022-07-31 16:00:00,4600.55,1856.29,1050.1,1428.48,197.12,24.09
2022-07-31 17:00:00,3469.52,971.47,763.29,624.51,416.34,277.56
2022-07-31 18:00:00,3347.99,937.44,736.56,602.64,401.76,267.84
2022-07-31 19:00:00,2736.22,766.14,601.97,492.52,328.35,218.9
2022-07-31 20:00:00,2689.68,753.11,591.73,484.14,322.76,215.17
2022-07-31 21:00:00,2030.7,568.59,446.75,365.53,243.68,162.46
2022-07-31 22:00:00,1723.32,482.53,379.13,310.2,206.8,137.87
2022-07-31 23:00:00,1893.75,530.25,416.63,340.88,227.25,151.5
2022-08-01 00:00:00,4936.21,2159.05,1091.79,1422.49,187.52,27.36
2022-08-01 01:00:00,4594.2,2004.91,1007.0,1334.54,179.94,26.11
2022-08-01 02:00:00,4329.27,1884.5,948.27,1254.9,175.72,25.56
2022-08-01 03:00:00,4107.67,1782.15,907.33,1198.91,155.26,24.87
2022-08-01 04:00:00,3931.51,1699.23,858.94,1157.04,154.14,24.62
2022-08-01 05:00:00,3859.22,1671.39,840.93,1134.99,153.82,25.26
2022-08-01 06:00:00,3844.48,1661.67,850.13,1113.45,155.84,27.62
2022-08-01 07:00:00,3971.09,1685.39,904.49,1150.61,163.44,29.23
2022-08-01 08:00:00,3952.5,1651.43,889.96,1149.95,193.87,32.29
2022-08-01 09:00:00,4130.43,1780.15,864.94,1174.53,235.1,36.47
2022-08-01 10:00:00,4682.72,1938.97,984.93,1417.11,258.64,38.07
2022-08-01 11:00:00,4940.11,2007.32,1059.62,1517.39,268.57,37.72
2022-08-01 12:00:00,4998.74,2012.91,1080.53,1551.5,272.74,36.98
2022-08-01 13:00:00,4931.39,2048.17,1068.36,1472.83,270.51,37.18
2022-08-01 14:00:00,5055.39,2086.74,1055.53,1508.29,319.19,37.52
2022-08-01 15:00:00,5435.55,2227.33,1162.45,1646.38,311.5,37.75
2022-08-01 16:00:00,5388.63,2259.8,1108.96,1617.63,309.01,36.04
2022-08-01 17:00:00,5313.2,2218.39,1110.58,1587.95,309.33,35.19
2022-08-01 18:00:00,5102.92,2109.12,1105.94,1522.61,284.92,30.83
2022-08-01 19:00:00,4771.79,1931.11,1031.72,1471.56,262.6,28.57
2022-08-01 20:00:00,4983.1,2109.75,1052.9,1494.21,250.7,30.86
2022-08-01 21:00:00,4956.54,2175.3,1058.73,1397.95,245.64,31.15
2022-08-01 22:00:00,5252.72,2284.22,1114.76,1532.7,242.88,30.75
2022-08-01 23:00:00,1822.42,510.28,400.93,328.04,218.69,145.79
2022-08-02 00:00:00,5303.21,2279.75,1161.74,1545.73,235.58,28.43
2022-08-02 01:00:00,4963.25,2123.32,1087.72,1446.15,231.1,27.88
2022-08-02 02:00:00,4663.83,2001.35,1003.35,1361.88,225.65,27.22
2022-08-02 03:00:00,4436.86,1887.78,966.71,1306.52,207.06,26.5
2022-08-02 04:00:00,4227.95,1806.51,906.33,1244.31,204.29,26.23
2022-08-02 05:00:00,4114.09,1756.81,882.15,1205.81,203.87,26.5
2022-08-02 06:00:00,4020.04,1712.17,862.35,1176.13,202.68,28.26
2022-08-02 07:00:00,4107.42,1728.57,926.76,1172.06,213.41,29.47
2022-08-02 08:00:00,4098.42,1692.37,926.61,1159.26,247.69,32.95
2022-08-02 09:00:00,4382.87,1835.24,928.86,1267.29,277.07,34.39
2022-08-02 10:00:00,4916.44,2038.16,1005.71,1484.82,306.16,36.02
2022-08-02 11:00:00,5208.72,2128.49,1093.0,1593.47,308.85,39.22
2022-08-02 12:00:00,5327.72,2163.73,1126.35,1636.41,311.27,39.38
2022-08-02 13:00:00,5281.78,2148.73,1134.51,1598.92,313.17,39.61
2022-08-02 14:00:00,5447.24,2219.56,1165.26,1666.0,309.53,38.41
2022-08-02 15:00:00,5843.77,2400.74,1244.34,1791.51,316.3,39.06
2022-08-02 16:00:00,5842.88,2422.95,1230.54,1776.83,315.03,38.86
2022-08-02 17:00:00,5637.68,2319.43,1224.69,1703.02,303.78,37.08
2022-08-02 18:00:00,5387.11,2233.13,1170.85,1616.12,283.52,33.28
2022-08-02 19:00:00,5192.19,2160.5,1120.28,1572.62,258.02,30.83
2022-08-02 20:00:00,5347.65,2264.55,1153.9,1593.27,252.25,32.07
2022-08-02 21:00:00,5450.44,2396.02,1148.6,1573.87,241.57,32.98
2022-08-02 22:00:00,5830.35,2574.73,1243.55,1682.8,241.22,32.61
2022-08-02 23:00:00,2080.58,582.56,457.73,374.5,249.67,166.45
2022-08-03 00:00:00,5871.96,2590.06,1269.59,1699.0,233.59,30.02
2022-08-03 01:00:00,5490.51,2371.63,1206.04,1605.14,226.66,29.09
2022-08-03 02:00:00,5192.79,2249.17,1129.66,1512.92,222.69,29.09
2022-08-03 03:00:00,4876.59,2090.81,1058.41,1433.51,217.47,28.32
2022-08-03 04:00:00,4678.21,2009.93,1006.34,1373.17,216.51,27.61
2022-08-03 05:00:00,4510.45,1988.1,943.15,1293.4,215.01,27.96
2022-08-03 06:00:00,4354.39,1857.88,950.0,1264.2,214.08,29.67
2022-08-03 07:00:00,4360.14,1846.94,956.5,1264.93,224.08,31.09
2022-08-03 08:00:00,4400.99,1865.6,954.04,1261.05,245.03,34.3
2022-08-03 09:00:00,4627.66,1957.86,1002.88,1302.3,276.54,38.94
2022-08-03 10:00:00,5272.42,2205.96,1134.79,1534.84,308.55,41.39
2022-08-03 11:00:00,5499.28,2270.28,1169.2,1651.65,316.58,40.41
2022-08-03 12:00:00,5364.46,2182.08,1124.07,1658.97,298.96,40.93
2022-08-03 13:00:00,5178.68,2109.15,1134.63,1543.33,305.9,38.28
2022-08-03 14:00:00,5419.8,2222.85,1187.77,1608.44,309.31,37.76
2022-08-03 15:00:00,5966.7,2456.54,1308.51,1779.89,325.55,38.87
2022-08-03 16:00:00,5920.51,2455.12,1291.64,1760.86,316.4,37.7
2022-08-03 17:00:00,5691.48,2376.42,1250.99,1677.26,305.43,36.97
2022-08-03 18:00:00,5346.79,2191.71,1213.57,1582.08,277.87,32.57
2022-08-03 19:00:00,5224.31,2187.14,1157.99,1536.61,266.55,30.88
2022-08-03 20:00:00,5407.03,2301.45,1173.99,1591.15,256.07,32.96
2022-08-03 21:00:00,5447.98,2441.54,1140.03,1535.58,243.94,33.35
2022-08-03 22:00:00,5759.32,2546.38,1226.96,1656.82,243.91,33.25
2022-08-03 23:00:00,5948.48,2611.61,1288.98,1755.05,205.92,31.7
2022-08-04 00:00:00,5720.21,2497.54,1257.33,1681.32,201.63,29.94
2022-08-04 01:00:00,5345.96,2297.32,1180.99,1573.93,191.29,29.24
2022-08-04 02:00:00,5039.84,2181.65,1104.61,1490.7,186.43,28.66
2022-08-04 03:00:00,4746.78,2044.04,1042.46,1404.44,182.91,27.67
2022-08-04 04:00:00,4527.73,1955.38,975.95,1344.16,181.53,27.25
2022-08-04 05:00:00,4401.52,1905.63,937.2,1306.94,181.34,27.73
2022-08-04 06:00:00,4262.2,1830.93,915.61,1264.53,181.35,29.03
2022-08-04 07:00:00,4326.03,1835.95,950.24,1267.82,197.17,30.54
2022-08-04 08:00:00,4251.44,1816.1,926.24,1227.04,209.05,33.23
2022-08-04 09:00:00,4483.46,1877.68,966.88,1314.54,243.52,37.75
2022-08-04 10:00:00,5136.71,2099.3,1075.57,1577.96,283.55,39.65
2022-08-04 11:00:00,5395.65,2113.08,1220.83,1689.5,278.66,39.81
2022-08-04 12:00:00,5408.89,2186.93,1177.6,1678.93,273.26,41.07
2022-08-04 13:00:00,5295.93,2177.31,1166.2,1576.37,273.53,39.75
2022-08-04 14:00:00,5543.02,2258.64,1230.71,1681.74,284.18,39.58
2022-08-04 15:00:00,5818.49,2400.12,1300.26,1736.81,290.31,39.06
2022-08-04 16:00:00,5657.15,2332.59,1243.32,1689.33,298.78,36.46
2022-08-04 17:00:00,5416.89,2193.12,1217.53,1635.08,286.0,34.4
2022-08-04 18:00:00,5300.18,2140.26,1211.32,1601.78,267.45,31.54
2022-08-04 19:00:00,5138.64,2128.75,1160.31,1568.28,211.41,30.02
2022-08-04 20:00:00,5247.62,2067.27,1229.4,1652.87,211.66,31.99
2022-08-04 21:00:00,5246.29,2164.83,1222.63,1579.4,191.27,32.34
2022-08-04 22:00:00,5529.87,2401.67,1218.4,1632.1,185.58,32.4
2022-08-04 23:00:00,5688.86,2488.73,1257.01,1676.24,180.85,30.5
2022-08-05 00:00:00,5478.87,2375.3,1241.99,1589.61,190.88,28.97
2022-08-05 01:00:00,5088.52,2098.61,1196.48,1533.82,184.34,28.36
2022-08-05 02:00:00,4785.1,2075.57,1069.58,1395.56,171.42,27.63
2022-08-05 03:00:00,4567.16,1970.8,1019.44,1337.22,166.81,27.1
2022-08-05 04:00:00,4349.56,1877.67,958.47,1284.59,160.95,26.44
2022-08-05 05:00:00,4203.51,1823.42,916.02,1236.63,159.11,26.54
2022-08-05 06:00:00,4116.67,1768.79,912.38,1207.93,158.86,29.09
2022-08-05 07:00:00,4209.73,1780.82,954.17,1218.65,184.95,30.48
2022-08-05 08:00:00,4205.5,1672.59,985.32,1255.24,219.37,33.15
2022-08-05 09:00:00,4405.76,1849.78,940.59,1276.47,257.52,38.46
2022-08-05 10:00:00,4918.66,1993.14,1036.69,1503.49,297.32,39.31
2022-08-05 11:00:00,5052.66,2038.65,1086.43,1548.21,296.16,38.85
2022-08-05 12:00:00,5023.14,2004.01,1107.34,1544.34,297.13,36.38
2022-08-05 13:00:00,4994.55,1985.39,1136.65,1480.54,304.0,37.14
2022-08-05 14:00:00,5083.03,2055.97,1175.68,1590.88,289.31,36.51
2022-08-05 15:00:00,5336.0,2085.24,1225.21,1638.94,308.63,34.64
2022-08-05 16:00:00,5300.5,2112.21,1187.77,1619.09,292.72,33.33
2022-08-05 17:00:00,4011.01,1123.08,882.42,721.98,481.32,320.88
2022-08-05 18:00:00,3538.27,990.71,778.42,636.89,424.59,283.06
2022-08-05 19:00:00,3347.72,937.36,736.5,602.59,401.73,267.82
2022-08-05 20:00:00,2868.63,803.22,631.1,516.35,344.24,229.49
2022-08-05 21:00:00,2647.79,741.38,582.51,476.6,317.73,211.82
2022-08-05 22:00:00,2129.1,596.15,468.4,383.24,255.49,170.33
2022-08-05 23:00:00,2082.89,583.21,458.24,374.92,249.95,166.63
2022-08-06 00:00:00,5235.32,2245.77,1190.8,1533.53,189.17,27.41
2022-08-06 01:00:00,4932.17,2110.11,1116.96,1446.61,179.62,26.82
2022-08-06 02:00:00,4632.37,1993.19,1029.27,1362.06,177.39,26.7
2022-08-06 03:00:00,4399.78,1873.61,987.21,1301.33,169.82,25.96
2022-08-06 04:00:00,4208.98,1799.78,931.97,1245.94,164.67,25.61
2022-08-06 05:00:00,4119.44,1680.9,943.13,1263.84,164.44,26.47
2022-08-06 06:00:00,4045.94,1726.46,896.78,1196.32,163.19,26.23
2022-08-06 07:00:00,4085.8,1723.38,925.32,1203.27,168.81,27.3
2022-08-06 08:00:00,4088.79,1718.09,926.47,1193.09,182.98,28.87
2022-08-06 09:00:00,4173.72,1756.28,934.37,1201.19,210.19,30.45
2022-08-06 10:00:00,4559.15,1948.46,1000.31,1300.73,233.28,32.69
2022-08-06 11:00:00,4803.73,2041.2,1072.28,1361.59,252.37,32.31
2022-08-06 12:00:00,5012.21,2104.95,1149.16,1427.37,252.65,31.91
2022-08-06 13:00:00,4968.96,2066.01,1164.61,1409.12,249.8,31.35
2022-08-06 14:00:00,5066.62,2133.24,1167.45,1440.42,254.38,29.34
2022-08-06 15:00:00,5249.1,2221.06,1193.96,1504.95,245.35,28.32
2022-08-06 16:00:00,5250.5,2214.2,1206.74,1499.77,247.51,28.41
2022-08-06 17:00:00,5153.5,2192.44,1190.89,1448.94,240.97,29.67
2022-08-06 18:00:00,5004.77,2119.22,1168.07,1407.55,225.92,29.05
2022-08-06 19:00:00,4957.37,2108.81,1142.4,1411.94,218.74,29.17
2022-08-06 20:00:00,5102.58,2220.24,1146.32,1440.59,214.29,31.49
2022-08-06 21:00:00,5142.56,2282.04,1132.55,1445.01,204.26,31.24
2022-08-06 22:00:00,2228.16,623.88,490.19,401.07,267.38,178.25
2022-08-06 23:00:00,1812.43,507.48,398.74,326.24,217.49,144.99
2022-08-07 00:00:00,5420.78,2386.68,1228.99,1532.43,190.14,28.35
2022-08-07 01:00:00,5092.5,2115.86,1215.93,1503.05,181.73,27.9
2022-08-07 02:00:00,4802.45,1996.25,1135.69,1422.61,175.3,27.08
2022-08-07 03:00:00,4571.01,2001.76,1019.08,1309.03,173.07,26.72
2022-08-07 04:00:00,4367.3,1884.17,985.41,1261.85,168.25,25.95
2022-08-07 05:00:00,4239.81,1851.97,942.06,1214.25,165.29,26.34
2022-08-07 06:00:00,4090.55,1765.05,921.08,1182.59,160.79,22.4
2022-08-07 07:00:00,4037.54,1730.25,934.0,1144.12,164.47,26.26
2022-08-07 08:00:00,4019.04,1607.06,969.13,1210.96,172.02,23.22
2022-08-07 09:00:00,3959.57,1592.24,940.67,1185.31,178.37,25.42
2022-08-07 10:00:00,4149.73,1660.34,950.78,1276.33,186.23,24.47
2022-08-07 11:00:00,4297.11,1702.54,995.82,1348.18,185.84,25.39
2022-08-07 12:00:00,4326.55,1730.62,1001.14,1337.75,188.73,25.27
2022-08-07 13:00:00,4215.38,1703.18,976.8,1285.63,184.36,23.76
2022-08-07 14:00:00,4187.57,1664.79,972.12,1300.1,186.63,22.81
2022-08-07 15:00:00,4236.19,1677.52,987.14,1331.63,179.79,22.52
2022-08-07 16:00:00,4240.51,1578.68,1035.05,1395.2,181.27,22.92
2022-08-07 17:00:00,4191.75,1671.95,978.37,1300.12,180.45,24.81
2022-08-07 18:00:00,4173.11,1653.46,990.36,1276.9,184.6,24.97
2022-08-07 19:00:00,4195.29,1694.74,974.14,1274.8,186.95,25.31
2022-08-07 20:00:00,4379.87,1841.3,985.65,1293.45,189.66,27.92
2022-08-07 21:00:00,4405.14,1896.05,973.08,1276.94,186.82,28.16
2022-08-07 22:00:00,2143.65,600.22,471.6,385.86,257.24,171.49
2022-08-07 23:00:00,1959.04,548.53,430.99,352.63,235.09,156.72
2022-08-08 00:00:00,4686.62,1995.59,1069.48,1372.37,177.56,25.12
2022-08-08 01:00:00,4424.9,1869.59,1021.43,1294.15,170.03,24.73
2022-08-08 02:00:00,4160.77,1748.21,953.88,1232.71,162.83,23.95
2022-08-08 03:00:00,3944.62,1662.57,900.31,1161.7,159.22,23.37
2022-08-08 04:00:00,3785.67,1598.93,854.03,1114.66,159.59,22.75
2022-08-08 05:00:00,3731.27,1584.01,836.33,1098.69,153.24,23.37
2022-08-08 06:00:00,3746.23,1589.05,848.49,1091.46,158.39,26.41
2022-08-08 07:00:00,3868.83,1637.84,891.74,1116.51,162.34,27.39
