model,train_mape,val_mape,train_rmse,val_rmse
linear_regression,1443962.6687456325,18.7724184285271,47.239783218222136,57.17583761881993
ridge,1446274.494016912,17.52792214460871,47.29685558249916,54.210420443121066
elastic_net,1242887.6306200996,13.662039540316783,68.15782748618938,66.49386101859803
