model,train_mape,val_mape,train_rmse,val_rmse
ridge_cv,1471775.544115282,16.950321820549927,47.225940495935276,51.44391129619507
elastic_net_cv,1200278.0944299886,12.470448087761273,48.50754962971447,51.37501251138558
bayesian_ridge,1472709.883580751,17.77387545651526,46.19935486285113,55.33385546649913
extra_trees,825490.00646124,9.160451094408135,72.45752181904315,78.62843635999393
pca_ridge,1200890.7176372919,39.6781205607688,627.2731154830785,531.8232990372808
polynomial_ridge,905883.3192656217,22.629103330416584,123.51224780748616,167.2056898760368
ensemble,1397856.2604185226,15.774849210797228,47.37972286445424,52.04155000164371
weighted_ensemble,1315355.8741414363,13.723412566133511,47.7132526250983,51.08629854266101
ultimate_ensemble,984207.7868479401,9.20644343937733,52.01675624751159,58.34768517805919
