model,train_mape,val_mape,train_rmse,val_rmse,train_mae,val_mae
gradient_boosting,1071461.2222831591,19.309364511490358,237.56713651085533,219.68388150263485,121.95858550844392,117.91278240994488
ada_boost,927371.5400046336,16.24267653485014,168.50082451237338,162.0588846567826,99.60065581445268,96.97694773575532
tuned_gradient_boosting,1100596.9090457116,15.497334378253374,190.5007901634376,177.89590959844418,101.77324710589625,98.94714396707398
advanced_ensemble,1032158.8635975289,15.806268084177297,175.55261098674518,160.9984564127426,95.43663450032757,90.81964283890682
